Height,Weight,Age,Gender
165,62,38,Male
178,62,40,Male
180,63,32,Male
165,50,20,Female
165,76,18,Female
176,80,34,Female
138,58,32,Female
162,100,39,Female
143,61,29,Female
150,63,31,Male
150,83,24,Female
177,58,19,Female
138,61,27,Male
182,57,32,Female
153,60,31,Male
141,96,33,Male
146,58,27,Female
158,82,31,Male
163,105,22,Male
191,54,18,Male
163,74,35,Female
189,67,32,Male
171,78,34,Male
172,51,26,Male
151,78,35,Male
167,59,27,Male
169,89,18,Female
164,62,25,Male
155,96,31,Male
178,58,38,Female
153,82,19,Male
149,64,20,Male
177,76,26,Female
186,97,34,Male
151,101,25,Female
169,51,35,Female
182,102,37,Female
171,59,25,Male
175,101,31,Male
164,89,24,Male
188,89,32,Male
175,90,33,Female
159,58,20,Male
166,81,23,Male
157,103,39,Female
153,91,28,Female
175,65,31,Female
185,59,36,Female
147,91,32,Female
178,88,19,Female
175,61,27,Male
144,95,35,Female
143,96,23,Female
190,51,25,Female
177,85,33,Male
142,82,20,Male
163,66,23,Male
162,65,22,Female
145,84,18,Male
174,72,33,Female
149,92,18,Female
142,66,39,Male
157,90,30,Male
145,72,18,Male
191,86,39,Male
141,64,30,Female
177,56,35,Male
168,52,22,Male
174,54,24,Female
190,93,36,Male
143,51,25,Male
147,71,39,Female
180,50,38,Male
164,82,36,Female
163,102,27,Male
177,85,30,Male
160,86,28,Male
173,74,26,Female
147,102,40,Female
161,67,36,Female
176,52,36,Female
147,59,37,Male
153,88,26,Male
142,48,22,Female
173,54,31,Male
178,96,25,Male
187,64,40,Male
137,57,18,Female
171,62,35,Male
151,91,29,Male
137,99,18,Female
144,48,21,Male
143,58,25,Female
158,100,20,Male
181,72,29,Male
148,74,20,Male
188,73,18,Female
190,95,23,Male
167,77,19,Female
162,96,30,Female
164,96,36,Female
171,63,19,Female
145,81,32,Male
166,70,35,Female
180,70,23,Female
183,75,29,Male
142,61,31,Male
168,105,33,Male
169,84,40,Male
172,97,24,Female
145,102,25,Male
177,55,19,Female
184,62,27,Female
188,55,38,Female
157,49,18,Female
144,55,22,Female
167,77,28,Male
177,80,31,Female
181,89,22,Male
140,64,37,Female
141,76,39,Female
170,65,33,Female
157,71,33,Male
184,88,30,Male
191,49,40,Male
169,82,36,Male
139,94,31,Female
164,69,23,Male
143,78,31,Male
143,90,29,Female
182,95,36,Female
155,104,30,Female
142,57,24,Female
143,82,36,Male
181,54,22,Male
157,93,26,Female
156,71,37,Female
144,49,40,Female
147,99,33,Male
168,91,23,Female
179,69,32,Male
170,90,21,Male
182,102,31,Female
164,87,19,Male
164,70,24,Female
150,53,39,Male
142,53,21,Male
139,84,35,Female
177,90,32,Female
180,69,34,Female
140,54,28,Female
148,94,18,Female
159,52,24,Male
191,80,19,Female
164,97,27,Male
188,55,36,Male
168,97,20,Female
186,91,27,Male
169,91,19,Male
188,98,33,Female
180,101,39,Male
164,70,39,Male
142,99,34,Male
183,105,33,Female
142,75,24,Male
143,66,31,Female
158,56,22,Male
174,59,38,Male
181,58,35,Male
146,99,32,Female
166,52,30,Female
148,87,18,Male
138,97,32,Female
167,78,39,Female
187,65,38,Female
144,69,22,Male
183,71,24,Female
180,87,20,Male
155,83,21,Female
145,83,29,Male
153,63,33,Female
152,74,25,Male
153,70,40,Female
150,80,33,Male
161,58,25,Female
181,49,35,Female
181,100,40,Female
191,48,18,Female
190,75,36,Female
162,49,18,Female
169,69,23,Female
186,99,28,Female
143,79,25,Male
187,59,27,Male
150,54,30,Male
157,102,34,Female
179,100,30,Female
143,84,27,Male
143,75,35,Female
151,63,21,Male
161,89,24,Female
182,65,20,Female
179,58,39,Female
185,81,31,Female
160,68,23,Male
168,54,23,Female
151,71,27,Male
157,55,36,Female
150,51,32,Female
163,103,37,Female
172,50,40,Female
179,104,27,Male
165,96,22,Female
188,91,19,Female
155,90,26,Female
189,82,21,Female
164,74,19,Female
153,76,40,Female
148,74,39,Female
178,95,25,Male
176,95,25,Male
156,93,33,Male
186,56,24,Female
158,62,36,Male
143,98,33,Male
170,86,30,Male
176,96,24,Male
141,83,30,Male
185,59,37,Female
169,98,18,Female
187,85,20,Male
169,102,40,Female
146,48,38,Female
169,89,24,Female
181,91,24,Male
189,86,39,Female
145,59,26,Female
178,104,27,Male
158,64,19,Male
144,58,18,Male
138,92,40,Male
153,53,20,Male
149,63,31,Female
159,85,21,Male
153,80,32,Female
148,77,24,Female
175,98,29,Male
168,74,40,Male
142,55,37,Male
148,69,30,Female
184,54,26,Male
180,81,35,Male
190,79,21,Female
183,55,37,Female
181,77,23,Male
146,49,26,Female
137,70,38,Female
171,96,31,Female
150,68,18,Female
161,93,34,Male
137,61,34,Female
145,79,30,Female
181,63,21,Female
156,95,20,Male
176,68,35,Female
189,80,20,Male
185,71,22,Male
140,51,20,Female
138,74,18,Female
184,85,24,Male
188,82,32,Female
179,83,27,Male
141,101,33,Female
163,96,29,Male
191,90,32,Male
138,95,36,Female
174,96,20,Male
182,92,28,Male
163,78,24,Male
180,96,20,Female
188,63,34,Female
182,76,36,Female
151,74,23,Female
175,70,19,Female
164,85,32,Female
137,88,40,Male
169,105,27,Female
174,66,20,Male
172,93,25,Male
189,105,32,Male
143,87,35,Male
171,66,30,Female
166,86,36,Male
140,83,39,Male
182,90,22,Female
142,65,31,Female
167,50,29,Male
184,59,30,Male
169,92,21,Female
142,53,22,Male
175,55,27,Female
188,83,39,Female
154,96,21,Male
182,65,38,Female
153,66,33,Female
146,60,22,Female
160,105,22,Male
178,68,35,Male
181,56,28,Female
178,70,33,Male
139,70,18,Female
176,105,38,Female
153,58,33,Female
148,50,28,Male
165,73,18,Male
184,67,21,Female
163,52,30,Male
184,96,32,Male
183,94,36,Male
160,51,36,Male
148,102,18,Female
171,101,20,Male
182,57,33,Male
175,52,40,Female
180,89,27,Male
185,94,33,Female
145,60,23,Male
153,93,19,Male
140,54,33,Male
156,73,36,Male
187,59,39,Female
146,73,34,Female
137,100,27,Male
150,83,28,Male
168,83,22,Male
148,105,36,Male
164,49,27,Female
143,84,35,Male
159,92,23,Male
160,80,25,Male
184,85,18,Male
155,57,21,Female
181,90,38,Female
179,73,38,Female
162,78,23,Female
149,89,21,Female
176,87,37,Male
173,88,20,Male
168,92,24,Female
156,79,22,Male
179,68,22,Female
172,98,24,Male
145,78,39,Male
169,53,21,Male
178,65,21,Female
191,48,33,Male
161,48,30,Male
162,77,30,Male
159,66,23,Male
139,92,25,Female
150,92,32,Female
181,62,21,Female
171,72,27,Male
147,88,35,Female
162,81,32,Female
169,79,25,Female
151,65,21,Male
149,56,33,Male
155,61,30,Female
155,80,34,Female
168,94,39,Male
161,69,19,Female
157,99,27,Female
186,95,25,Female
155,105,29,Male
138,59,24,Male
152,49,29,Male
140,76,27,Female
176,65,37,Female
189,74,19,Male
162,79,38,Male
151,71,34,Male
183,104,36,Male
168,49,18,Male
146,86,24,Male
163,73,28,Male
170,95,38,Male
171,77,22,Male
188,80,22,Female
177,49,32,Male
158,92,38,Male
171,92,37,Male
172,83,28,Female
191,89,24,Male
186,72,19,Female
143,93,23,Female
189,64,32,Female
155,49,36,Female
145,51,33,Female
151,102,28,Female
152,93,27,Male
169,104,34,Male
152,102,28,Female
145,99,32,Male
140,60,18,Female
151,105,20,Male
191,96,29,Female
157,58,29,Male
164,51,21,Male
139,68,29,Female
157,96,21,Female
148,97,20,Male
161,58,37,Female
191,97,38,Male
155,79,28,Female
147,61,19,Female
142,85,36,Female
169,102,24,Male
177,73,30,Male
159,87,21,Female
154,48,21,Male
165,75,28,Male
150,84,25,Female
157,53,33,Male
171,73,24,Male
188,67,39,Female
174,92,39,Male
165,74,30,Female
162,97,27,Female
159,55,29,Female
178,75,33,Male
191,88,32,Male
187,60,34,Male
146,51,21,Male
189,69,40,Male
181,105,20,Female
181,62,38,Male
174,66,34,Female
138,69,25,Female
176,77,29,Male
171,80,24,Female
169,50,23,Female
167,92,28,Female
173,88,20,Male
147,69,29,Male
173,84,38,Male
188,94,26,Female
142,65,19,Female
182,105,18,Female
188,58,36,Female
166,70,29,Female
178,77,25,Male
175,98,30,Male
168,58,26,Male
176,73,18,Male
155,99,30,Male
183,52,38,Female
149,86,18,Male
162,71,23,Female
156,77,21,Female
183,85,23,Female
151,68,21,Male
184,100,25,Female
149,73,40,Female
142,79,36,Male
174,97,40,Female
146,49,24,Male
157,89,23,Female
177,101,19,Male
182,70,26,Female
157,60,40,Female
154,61,38,Female
168,69,20,Male
168,70,24,Male
184,80,18,Female
188,73,34,Male
188,83,20,Female
163,84,18,Male
185,56,29,Female
174,99,35,Male
145,80,33,Female
184,69,36,Male
157,99,29,Female
153,87,18,Male
150,78,33,Male
176,66,31,Male
156,72,35,Male
191,83,25,Male
188,73,39,Male
147,67,38,Female
151,63,29,Female
179,102,21,Male
141,48,28,Female
147,98,31,Male
167,103,40,Male
178,61,40,Male
191,73,19,Male
173,99,31,Male
170,62,25,Female
152,61,22,Male
179,75,29,Male
159,53,30,Male
172,68,33,Male
138,98,26,Male
141,95,21,Male
165,70,29,Female
146,61,26,Male
165,88,29,Male
165,64,38,Male
174,60,24,Male
153,92,39,Male
144,53,32,Male
180,48,32,Female
143,53,20,Male
161,49,31,Male
144,65,24,Male
143,76,35,Male
166,82,21,Female
191,105,32,Male
138,66,28,Female
175,102,29,Female
142,85,21,Male
138,102,22,Female
186,73,25,Female
149,53,19,Female
174,64,35,Male
188,88,28,Male
152,81,38,Female
191,86,19,Male
143,71,30,Male
165,72,30,Female
174,56,36,Male
171,69,27,Male
165,65,25,Male
173,60,18,Male
179,84,35,Female
184,66,30,Female
183,101,33,Female
181,70,36,Male
159,64,18,Female
153,73,38,Female
172,53,26,Male
178,102,25,Female
169,103,25,Male
151,88,40,Female
161,58,22,Male
157,65,19,Female
139,58,39,Female
164,82,30,Female
150,56,26,Female
162,81,39,Male
162,83,27,Female
169,72,31,Female
169,93,21,Female
148,58,31,Male
181,68,18,Female
155,104,28,Male
155,71,33,Female
155,61,20,Female
142,81,33,Male
187,90,24,Female
182,88,19,Female
186,101,33,Female
170,85,38,Female
180,77,19,Female
171,99,34,Female
181,55,24,Female
191,104,33,Female
139,69,28,Female
166,69,22,Male
144,54,29,Female
137,92,28,Male
187,61,30,Female
158,81,38,Male
152,71,29,Male
173,48,39,Male
155,63,39,Male
165,63,22,Male
153,55,37,Female
176,100,24,Female
184,63,19,Female
155,86,24,Male
154,90,39,Male
152,74,37,Male
140,85,20,Male
160,81,23,Female
170,53,30,Female
154,85,25,Male
168,57,29,Female
158,48,31,Male
137,85,34,Male
180,90,39,Male
143,72,27,Female
187,100,22,Male
188,74,39,Female
142,95,40,Male
163,104,25,Male
145,100,19,Male
139,79,34,Female
144,77,21,Female
170,49,28,Female
159,101,31,Female
168,64,40,Female
185,74,21,Male
183,92,30,Female
174,87,33,Male
140,98,27,Male
186,80,22,Male
186,48,31,Male
162,67,30,Female
183,88,33,Female
180,96,37,Male
153,49,36,Female
174,92,20,Male
176,89,20,Male
158,79,27,Male
142,53,34,Male
152,68,24,Female
177,104,38,Male
149,57,36,Female
142,51,18,Female
165,58,38,Female
142,71,29,Female
147,77,33,Male
177,85,31,Female
176,79,27,Male
182,51,38,Male
148,51,21,Female
164,54,20,Female
138,63,21,Female
139,87,19,Male
142,89,32,Male
182,94,30,Male
185,54,35,Female
188,71,21,Male
165,73,28,Female
150,74,35,Male
137,60,34,Male
170,84,27,Female
146,50,20,Female
141,91,35,Male
153,73,21,Female
140,74,33,Male
151,52,34,Female
185,75,24,Male
177,62,34,Female
162,81,19,Male
182,95,36,Male
157,82,32,Male
188,76,22,Female
137,84,24,Female
142,81,37,Female
176,88,36,Male
186,63,18,Female
156,59,30,Female
150,89,33,Female
165,103,29,Female
179,48,18,Male
141,86,39,Female
156,85,20,Male
175,57,20,Male
141,84,18,Female
178,62,21,Female
151,79,28,Female
165,98,38,Female
170,70,34,Male
159,89,34,Male
189,96,34,Female
182,84,26,Male
148,79,40,Male
159,60,22,Male
175,66,40,Female
140,56,18,Female
145,87,37,Female
152,94,21,Male
188,89,31,Female
149,84,25,Male
166,88,30,Female
183,52,32,Male
166,70,29,Female
140,55,28,Male
165,56,34,Female
145,59,24,Male
166,79,24,Male
185,69,23,Male
168,101,33,Female
140,54,24,Male
146,50,31,Female
138,68,19,Female
168,86,39,Female
156,63,24,Female
152,82,40,Female
183,82,21,Female
167,60,29,Female
143,98,26,Female
187,100,22,Male
144,53,38,Male
152,93,21,Male
160,91,24,Female
189,91,20,Female
154,64,40,Female
168,88,22,Female
182,92,32,Male
138,102,32,Male
155,60,40,Female
184,74,30,Male
171,63,36,Female
171,58,23,Female
179,86,40,Female
143,58,19,Male
165,80,19,Female
160,58,37,Male
185,73,28,Male
186,77,34,Male
151,99,22,Female
169,80,20,Female
164,84,19,Female
174,81,23,Male
149,60,31,Female
180,82,34,Female
157,76,19,Male
175,53,27,Female
170,94,36,Male
143,60,34,Female
145,80,20,Male
147,91,30,Female
168,99,38,Female
182,87,33,Male
137,83,21,Female
168,51,29,Female
147,91,35,Female
175,104,33,Male
152,68,21,Male
156,90,37,Female
184,83,33,Male
183,49,23,Male
176,70,27,Female
184,52,34,Female
181,102,32,Female
177,100,26,Male
160,54,22,Male
152,54,26,Female
165,95,39,Female
139,98,20,Male
155,51,26,Male
152,75,32,Female
166,63,34,Female
183,75,33,Male
191,57,27,Female
158,78,26,Female
142,76,30,Male
138,81,30,Male
167,100,39,Male
161,64,39,Female
153,103,30,Female
164,86,36,Female
141,104,18,Male
161,105,19,Male
140,95,28,Female
142,77,37,Male
162,89,36,Male
166,82,33,Male
188,85,34,Male
186,80,24,Male
179,91,28,Male
178,64,32,Male
175,55,31,Male
167,53,25,Male
160,99,21,Female
189,53,33,Female
160,50,24,Male
150,96,39,Female
139,68,31,Male
171,87,27,Male
147,103,18,Male
143,88,35,Male
145,63,35,Female
175,63,27,Female
146,84,40,Male
153,88,19,Female
189,56,26,Male
177,79,37,Female
141,60,36,Female
187,93,38,Female
169,95,19,Male
180,97,28,Male
188,73,33,Male
183,89,37,Male
183,86,34,Male
190,56,31,Male
147,101,28,Female
161,63,23,Male
180,72,19,Female
185,67,23,Female
144,85,24,Female
179,58,30,Female
145,54,36,Female
167,67,31,Female
177,60,23,Male
163,48,18,Male
182,64,27,Male
160,64,38,Female
145,84,38,Male
184,84,20,Female
175,105,37,Female
161,100,31,Female
180,75,31,Male
148,48,22,Female
188,72,24,Male
139,76,32,Male
163,53,19,Male
163,89,36,Male
156,67,31,Female
179,102,38,Male
189,50,20,Male
184,102,35,Male
150,57,37,Male
153,100,18,Male
188,90,21,Male
177,54,25,Female
164,101,38,Female
188,48,22,Male
176,85,23,Female
157,52,29,Male
151,73,34,Male
154,52,40,Male
153,74,26,Male
190,104,22,Male
177,66,20,Male
178,103,21,Male
191,79,40,Male
190,72,20,Female
177,68,39,Female
139,95,37,Female
166,87,34,Female
144,62,26,Male
159,83,23,Male
172,66,30,Male
172,86,20,Female
166,54,36,Female
150,68,23,Female
165,59,27,Female
154,75,27,Male
169,65,25,Male
166,88,18,Male
183,73,40,Male
153,69,18,Female
177,101,18,Female
156,48,21,Male
171,89,30,Male
145,85,18,Male
185,63,37,Male
172,74,27,Male
173,90,40,Male
155,103,25,Female
139,93,18,Male
137,81,19,Female
176,105,37,Male
147,99,33,Male
164,96,27,Male
145,54,20,Female
144,72,23,Female
157,68,21,Male
157,64,21,Male
156,100,20,Female
148,91,33,Male
179,81,35,Male
145,104,20,Male
158,81,31,Male
142,66,35,Male
157,76,39,Male
188,86,38,Female
185,104,38,Female
142,65,19,Female
143,51,37,Male
168,80,38,Male
163,97,26,Female
144,102,26,Male
152,56,29,Male
139,83,21,Female
186,103,27,Male
170,59,35,Male
153,78,39,Female
148,64,34,Male
171,72,34,Female
175,84,23,Female
168,57,32,Female
155,82,24,Female
166,49,26,Male
182,65,36,Female
162,78,33,Female
153,60,33,Male
149,57,27,Female
139,88,39,Male
182,59,20,Male
138,73,20,Female
181,97,29,Male
176,82,27,Female
140,99,18,Male
154,78,24,Female
167,69,24,Female
178,105,30,Female
190,96,30,Female
144,83,30,Female
172,71,18,Male
144,70,33,Male
162,65,33,Male
191,76,33,Female
185,71,31,Female
150,62,21,Male
145,93,21,Male
143,58,36,Male
154,48,40,Female
150,85,40,Female
179,55,24,Male
144,50,40,Female
158,97,19,Male
143,68,39,Female
177,56,25,Male
150,70,29,Female
185,99,35,Male
144,55,23,Male
176,57,40,Female
180,58,28,Male
149,67,24,Male
138,54,25,Female
150,76,34,Male
186,102,21,Male
139,85,31,Male
170,102,30,Female
141,68,30,Female
171,55,28,Male
186,74,18,Female
173,76,28,Male
179,68,40,Female
148,80,37,Female
175,90,24,Female
149,57,38,Female
153,64,29,Male
179,100,39,Female
153,93,28,Male
145,61,27,Female
162,81,18,Male
167,53,40,Female
189,53,26,Male
157,79,21,Female
150,98,29,Female
144,86,38,Male
181,89,18,Male
183,99,34,Female
140,62,24,Male
155,96,31,Male
160,103,24,Male
158,62,35,Female
184,64,29,Female
176,78,37,Male
143,82,37,Female
182,80,26,Male
157,81,25,Male
184,98,29,Female
154,58,28,Female
170,105,31,Female
175,74,37,Male
162,81,34,Male
139,66,28,Male
158,56,26,Female
163,63,22,Male
149,52,28,Male
174,53,39,Female
141,97,24,Female
168,98,39,Female
146,86,26,Female
187,87,23,Male
164,91,29,Female
155,103,38,Female
154,66,25,Female
152,97,36,Male
168,48,34,Female
168,75,29,Male
174,100,26,Female
142,74,25,Male
185,52,25,Male
183,52,34,Female
183,53,35,Female
166,48,40,Male
178,71,18,Female
186,52,19,Female
147,64,34,Female
181,48,40,Female
163,49,30,Male
155,57,29,Male
186,55,36,Female
148,61,40,Male
170,66,32,Female
138,90,19,Female
152,93,20,Female
173,84,39,Female
176,52,31,Male
144,76,37,Female
188,59,26,Female
145,57,35,Male
164,75,32,Female
153,70,30,Male
141,62,26,Male
189,92,33,Female
150,74,34,Male
166,77,32,Female
179,52,25,Female
162,90,21,Female
141,77,29,Female
167,75,24,Female
163,64,20,Female
158,102,38,Female
149,66,27,Female
143,78,23,Male
163,96,29,Male
146,59,26,Female
171,103,27,Male
184,82,38,Male
150,75,31,Female
182,62,37,Male
186,60,23,Female
151,67,34,Female
187,74,29,Female
162,100,28,Male
165,49,33,Male
165,84,40,Male
176,105,28,Female
138,93,24,Male
138,73,21,Female
149,100,30,Male
163,49,28,Male
137,97,29,Female
173,77,40,Female
174,56,40,Female
157,51,38,Male
138,91,18,Male
140,83,28,Female
152,87,20,Male
141,93,36,Female
158,76,21,Female
184,69,31,Male
191,53,39,Male
184,67,37,Female
154,64,33,Male
181,92,29,Male
166,72,24,Female
162,93,29,Female
140,56,40,Female
144,101,36,Male
179,92,35,Female
167,71,24,Male
144,52,38,Female
142,96,33,Male
185,73,28,Male
185,104,40,Female
137,91,32,Male
158,48,31,Male
140,74,27,Male
179,95,26,Female
179,103,28,Female
168,86,28,Female
171,58,31,Male
151,98,30,Male
185,52,36,Male
174,82,40,Male
159,95,38,Male
182,66,35,Female
160,78,24,Female
171,79,38,Male
172,92,36,Male
161,86,20,Male
169,62,23,Male
188,84,29,Male
189,48,23,Female
188,65,26,Female
140,103,24,Male
167,96,33,Female
181,76,25,Female
187,56,20,Male
160,101,19,Female
140,61,36,Male
188,96,26,Female
156,50,29,Male
161,74,28,Male
182,50,38,Male
138,79,23,Female
180,78,18,Male
170,73,21,Female
144,99,33,Female
177,56,26,Male
152,95,36,Female
153,105,37,Female
158,62,39,Female
182,74,21,Female
138,90,28,Female
182,48,36,Male
147,103,20,Female
187,77,37,Male
137,74,20,Male
179,99,29,Male
190,69,20,Male
146,103,31,Female
180,61,40,Male
165,103,25,Female
186,58,28,Male
174,73,22,Male
171,70,24,Female
146,69,39,Female
186,61,36,Female
176,69,28,Female
149,88,35,Male
141,75,33,Female
156,83,35,Male
187,93,30,Female
161,105,29,Female
167,93,31,Female
150,93,20,Female
152,90,36,Male
146,52,22,Male
181,54,20,Male
156,93,39,Female
144,48,32,Male
140,105,34,Male
144,89,29,Female
166,99,22,Female
139,55,30,Female
183,87,31,Male
184,53,30,Female
153,85,38,Male
168,69,20,Female
181,100,33,Male
147,103,40,Male
167,82,28,Female
154,86,31,Female
163,51,40,Male
149,94,27,Male
156,100,25,Male
190,62,19,Female
165,56,19,Female
146,68,26,Male
185,87,27,Male
178,79,39,Male
180,86,19,Male
166,82,30,Male
172,85,31,Female
151,55,30,Female
171,48,37,Female
137,97,30,Female
160,53,33,Female
166,84,20,Male
174,69,27,Female
141,65,36,Female
184,57,28,Male
163,99,29,Female
145,60,36,Male
186,77,27,Male
164,90,36,Male
155,81,35,Male
149,66,32,Male
177,83,31,Male
171,94,40,Female
167,104,27,Male
156,61,24,Female
173,102,20,Female
157,49,26,Male
145,85,26,Male
153,77,24,Female
145,103,25,Male
184,62,36,Male
189,51,38,Male
137,84,27,Female
177,101,24,Male
170,97,22,Male
179,61,30,Female
157,96,22,Male
191,99,30,Female
144,57,37,Male
177,61,39,Female
173,94,37,Male
172,70,20,Female
157,96,35,Female
144,51,35,Male
144,94,34,Female
137,102,18,Female
150,69,40,Female
167,89,27,Male
149,55,40,Male
181,63,28,Female
165,59,31,Male
179,79,24,Male
162,50,24,Female
169,86,36,Female
184,59,24,Female
167,81,20,Male
144,77,18,Male
141,97,33,Female
172,84,28,Female
171,48,18,Male
139,101,27,Male
171,65,29,Male
187,69,20,Male
164,59,26,Female
187,57,39,Male
144,92,36,Female
151,75,38,Female
183,81,19,Female
149,91,27,Male
171,63,39,Male
176,82,35,Male
157,101,38,Female
151,88,29,Female
179,61,38,Female
187,77,24,Female
145,58,24,Female
168,100,29,Male
156,54,34,Male
140,85,30,Female
185,76,21,Female
180,78,28,Female
185,58,33,Male
142,61,32,Female
150,103,29,Female
146,75,37,Female
174,75,23,Female
165,77,31,Female
182,60,33,Female
163,96,23,Male
158,61,32,Male
171,59,38,Female
168,93,29,Male
163,82,33,Male
152,95,22,Female
186,64,36,Male
178,99,27,Female
139,70,25,Female
158,73,23,Male
174,49,34,Male
145,76,35,Male
170,49,21,Male
170,67,21,Female
151,89,34,Female
160,84,35,Male
175,71,39,Female
173,76,32,Male
190,88,23,Female
159,88,24,Female
138,55,25,Male
138,90,20,Female
183,63,21,Female
186,64,29,Female
173,48,31,Female
179,104,19,Male
190,101,35,Female
164,50,34,Male
187,53,24,Male
143,48,29,Male
137,98,37,Female
155,73,37,Female
175,56,35,Female
166,69,35,Male
141,62,21,Female
169,85,24,Female
165,103,31,Female
139,98,38,Male
190,52,24,Female
140,73,34,Male
139,87,34,Male
161,78,36,Male
161,60,33,Male
143,90,22,Female
158,71,21,Male
147,104,27,Female
160,50,25,Female
153,93,34,Female
190,68,24,Female
173,53,36,Female
186,81,31,Female
180,64,24,Female
191,57,33,Female
171,72,31,Male
181,80,29,Female
181,79,21,Male
153,68,33,Male
189,55,23,Male
157,70,24,Male
141,68,22,Male
189,89,30,Male
144,60,34,Female
139,78,29,Male
144,97,36,Female
176,98,28,Female
172,91,29,Male
171,93,27,Male
138,78,24,Female
146,50,21,Female
177,94,29,Female
191,102,28,Male
149,104,20,Male
171,75,34,Female
157,97,38,Male
169,72,18,Male
159,79,33,Female
163,104,38,Female
191,51,33,Male
154,103,35,Male
178,76,37,Female
168,59,31,Female
152,103,29,Female
188,48,26,Male
142,54,27,Male
153,95,25,Male
183,84,31,Male
164,73,34,Male
173,49,40,Male
172,94,18,Female
190,71,30,Female
152,103,25,Female
140,104,23,Female
164,69,20,Male
159,73,30,Female
168,89,39,Male
146,49,27,Male
166,81,18,Female
166,68,34,Male
181,101,33,Female
144,84,20,Female
145,83,33,Male
154,94,35,Male
174,95,25,Male
162,99,22,Female
171,68,22,Male
183,101,36,Female
171,78,20,Male
144,83,33,Male
137,57,26,Male
148,77,30,Female
187,82,20,Male
179,77,27,Male
169,88,32,Male
159,91,22,Female
169,92,38,Female
170,89,18,Female
190,100,29,Male
166,92,34,Male
143,65,28,Female
162,60,27,Female
168,48,25,Female
159,68,19,Male
157,69,26,Female
190,76,28,Female
149,79,32,Female
190,67,26,Female
183,74,28,Female
163,105,35,Female
181,75,36,Female
187,69,40,Male
141,98,40,Female
164,99,30,Male
157,66,29,Female
180,64,40,Female
176,57,27,Male
169,55,31,Female
143,71,32,Male
173,90,31,Male
153,101,37,Male
174,78,27,Female
145,65,24,Male
174,70,32,Male
165,83,24,Female
176,56,26,Male
140,85,34,Male
146,96,18,Female
167,62,27,Male
153,53,33,Female
162,81,32,Male
176,85,26,Male
181,99,35,Male
137,84,28,Male
162,95,32,Male
146,105,29,Female
184,72,28,Male
189,89,38,Male
190,81,38,Male
176,88,40,Female
150,54,34,Male
186,93,36,Male
139,75,35,Female
140,48,36,Male
176,83,24,Male
151,96,21,Male
149,53,25,Male
154,74,27,Female
178,57,25,Female
155,65,31,Female
171,56,39,Male
177,73,22,Female
189,105,35,Male
183,96,33,Male
139,90,35,Female
156,59,19,Female
143,95,26,Female
154,59,24,Male
169,55,26,Male
160,63,38,Male
180,79,26,Female
140,49,35,Female
149,65,24,Male
190,68,33,Male
175,86,27,Female
150,85,37,Female
173,63,40,Male
172,60,21,Female
158,57,32,Female
154,71,22,Female
149,63,37,Male
181,104,35,Female
162,100,37,Male
157,78,22,Male
179,61,24,Female
149,75,26,Female
189,58,31,Female
159,99,23,Male
162,55,24,Male
189,67,28,Male
146,65,33,Male
175,95,32,Female
172,88,37,Female
167,85,22,Male
148,80,40,Female
157,49,30,Female
185,84,30,Male
139,54,35,Female
143,60,21,Male
154,89,34,Female
178,72,26,Male
182,66,19,Male
144,100,36,Male
148,48,25,Female
147,58,37,Female
182,80,27,Female
174,59,27,Female
167,49,35,Female
159,58,32,Female
188,93,30,Female
159,56,32,Female
155,56,22,Female
140,100,18,Male
180,97,29,Female
175,89,40,Female
156,57,32,Male
161,56,39,Male
183,67,30,Female
144,52,36,Female
156,99,39,Male
161,102,34,Male
166,101,34,Male
187,79,40,Male
178,73,26,Male
189,79,31,Male
156,67,28,Female
176,95,28,Male
180,97,26,Male
138,75,19,Male
148,91,30,Female
191,74,19,Male
147,84,21,Female
190,56,22,Female
191,64,20,Male
155,54,39,Male
172,85,20,Female
164,78,27,Male
151,70,38,Male
190,98,23,Female
148,50,35,Female
171,103,30,Male
167,79,27,Male
175,82,37,Male
146,55,34,Male
140,81,36,Female
142,75,24,Male
181,51,40,Female
176,96,34,Male
176,63,33,Female
146,101,34,Female
180,52,22,Male
138,64,31,Male
157,48,24,Female
164,103,25,Female
155,79,39,Male
183,86,19,Male
187,95,27,Female
166,101,39,Male
152,75,36,Male
175,68,21,Male
155,89,35,Male
139,68,28,Male
156,70,39,Female
149,75,28,Female
190,75,19,Male
175,68,26,Male
167,91,22,Female
143,53,18,Male
189,98,21,Female
191,79,33,Female
140,68,34,Female
186,66,36,Female
174,69,29,Male
179,105,30,Male
174,100,20,Female
141,54,27,Male
139,88,22,Male
147,88,31,Female
158,80,29,Male
189,84,30,Female
165,51,39,Male
161,85,18,Female
147,66,23,Male
142,84,22,Female
137,69,23,Female
149,53,19,Female
139,98,31,Male
166,94,33,Male
183,98,33,Male
157,82,29,Female
164,100,40,Male
163,55,28,Female
165,52,35,Female
188,100,29,Female
162,93,34,Male
177,65,35,Female
138,64,35,Female
162,64,27,Female
147,103,40,Female
185,76,34,Female
156,76,39,Female
155,57,35,Male
149,98,25,Male
150,49,25,Female
164,75,25,Female
157,85,37,Female
157,53,19,Female
159,75,28,Female
148,89,31,Male
191,77,21,Female
190,66,23,Male
159,65,31,Male
142,67,40,Female
188,82,21,Male
183,105,37,Female
157,55,27,Male
190,86,21,Male
152,91,37,Female
176,85,28,Female
